Var : 1.0 , Id : e8c2cb6c-aae6-11ea-8d6b-704d7b847aa2 , Date : 10/06/2020 , Time : 09:52:11 , Experiment : e8c52c7e-aae6-11ea-9a7b-704d7b847aa2 , Source : EncoderDecoder.py , pram_timeSteps : 60
Var : 1.0 , Id : 1a4c7d92-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:42:23 , Experiment : 1a4c7d93-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 1a4c7d92-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:42:23 , Experiment : 1a4c7d93-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 1a4c7d92-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:42:23 , Experiment : 1a4c7d93-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 1a4c7d92-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:42:23 , Experiment : 1a4c7d93-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 1a4c7d92-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:42:23 , Experiment : 1a4c7d93-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 1a4c7d92-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:42:23 , Experiment : 1a4c7d93-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : bee28ec8-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:46:59 , Experiment : bee28ec9-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : bee28ec8-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:46:59 , Experiment : bee28ec9-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : bee28ec8-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:46:59 , Experiment : bee28ec9-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : bee28ec8-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:46:59 , Experiment : bee28ec9-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : bee28ec8-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:46:59 , Experiment : bee28ec9-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : bee28ec8-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:46:59 , Experiment : bee28ec9-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : ce6e609c-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:47:25 , Experiment : ce6e609d-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : ce6e609c-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:47:25 , Experiment : ce6e609d-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : ce6e609c-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:47:25 , Experiment : ce6e609d-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : ce6e609c-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:47:25 , Experiment : ce6e609d-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : ce6e609c-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:47:25 , Experiment : ce6e609d-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : ce6e609c-b11e-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:47:25 , Experiment : ce6e609d-b11e-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 1a9d7d7c-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:49:33 , Experiment : 1a9d7d7d-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 1a9d7d7c-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:49:33 , Experiment : 1a9d7d7d-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 1a9d7d7c-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:49:33 , Experiment : 1a9d7d7d-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 1a9d7d7c-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:49:33 , Experiment : 1a9d7d7d-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 1a9d7d7c-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:49:33 , Experiment : 1a9d7d7d-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 1a9d7d7c-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:49:33 , Experiment : 1a9d7d7d-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 4be7c72a-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:50:56 , Experiment : 4be7c72b-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 4be7c72a-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:50:56 , Experiment : 4be7c72b-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 4be7c72a-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:50:56 , Experiment : 4be7c72b-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 4be7c72a-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:50:56 , Experiment : 4be7c72b-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 4be7c72a-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:50:56 , Experiment : 4be7c72b-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 501672c4-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:03 , Experiment : 501672c5-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/Lstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 501672c4-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:03 , Experiment : 501672c5-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/Lstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 501672c4-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:03 , Experiment : 501672c5-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/Lstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 501672c4-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:03 , Experiment : 501672c5-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/Lstm_univar.py , pram_num_layers : 1
Var : 1.0 , Id : 501672c4-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:03 , Experiment : 501672c5-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/Lstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 71816fd6-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:59 , Experiment : 71816fd7-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 71816fd6-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:59 , Experiment : 71816fd7-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 71816fd6-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:59 , Experiment : 71816fd7-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 71816fd6-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:59 , Experiment : 71816fd7-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 71816fd6-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:59 , Experiment : 71816fd7-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 71816fd6-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:59 , Experiment : 71816fd7-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , metr_seconds : 12.31414532661438
Var : 1.0 , Id : 71816fd6-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:51:59 , Experiment : 71816fd7-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , metr_acc : 1.0
Var : 1.0 , Id : 7d476bea-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:52:19 , Experiment : 7d476beb-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 7d476bea-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:52:19 , Experiment : 7d476beb-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_timeSteps : 400
Var : 1.0 , Id : 7d476bea-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:52:19 , Experiment : 7d476beb-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 7d476bea-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:52:19 , Experiment : 7d476beb-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_batch_size : 4910
Var : 1.0 , Id : 7d476bea-b11f-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:52:19 , Experiment : 7d476beb-b11f-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_num_filters : 116
Var : 1.0 , Id : 86c27650-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:44 , Experiment : 86c27651-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 86c27650-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:44 , Experiment : 86c27651-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 86c27650-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:44 , Experiment : 86c27651-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 86c27650-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:44 , Experiment : 86c27651-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 86c27650-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:44 , Experiment : 86c27651-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 86c27650-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:44 , Experiment : 86c27651-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , metr_seconds : 7.741335391998291
Var : 1.0 , Id : 86c27650-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:44 , Experiment : 86c27651-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , metr_acc : 1.0
Var : 1.0 , Id : 8b888f44-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:52 , Experiment : 8b888f45-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 8b888f44-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:52 , Experiment : 8b888f45-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_timeSteps : 120
Var : 1.0 , Id : 8b888f44-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:52 , Experiment : 8b888f45-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_seq : 20
Var : 1.0 , Id : 8b888f44-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:52 , Experiment : 8b888f45-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_batch_size : 3974
Var : 1.0 , Id : 8b888f44-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 07:59:52 , Experiment : 8b888f45-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/ConvLstm_univar.py , pram_num_filters : 54
Var : 1.0 , Id : f497a3b2-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:02:48 , Experiment : f497a3b3-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : f497a3b2-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:02:48 , Experiment : f497a3b3-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : f497a3b2-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:02:48 , Experiment : f497a3b3-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : f497a3b2-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:02:48 , Experiment : f497a3b3-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : f497a3b2-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:02:48 , Experiment : f497a3b3-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : f497a3b2-b120-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:02:48 , Experiment : f497a3b3-b120-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 1628608e-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:45 , Experiment : 1628608f-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 1628608e-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:45 , Experiment : 1628608f-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 60
Var : 1.0 , Id : 1628608e-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:45 , Experiment : 1628608f-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 10
Var : 1.0 , Id : 1628608e-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:45 , Experiment : 1628608f-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 500
Var : 1.0 , Id : 1628608e-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:45 , Experiment : 1628608f-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 16
Var : 1.0 , Id : 1628608e-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:45 , Experiment : 1628608f-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 50
Var : 1.0 , Id : 1628608e-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:45 , Experiment : 1628608f-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , metr_seconds : 7.993971347808838
Var : 1.0 , Id : 1628608e-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:45 , Experiment : 1628608f-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , metr_acc : 1.0
Var : 1.0 , Id : 1b20978c-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:53 , Experiment : 1b20978d-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_dsName : Row99_f=40
Var : 1.0 , Id : 1b20978c-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:53 , Experiment : 1b20978d-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_timeSteps : 120
Var : 1.0 , Id : 1b20978c-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:53 , Experiment : 1b20978d-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_seq : 20
Var : 1.0 , Id : 1b20978c-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:53 , Experiment : 1b20978d-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_batch_size : 2968
Var : 1.0 , Id : 1b20978c-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:53 , Experiment : 1b20978d-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_filters : 24
Var : 1.0 , Id : 1b20978c-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:53 , Experiment : 1b20978d-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , pram_num_units : 44
Var : 1.0 , Id : 1b20978c-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:53 , Experiment : 1b20978d-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , metr_seconds : 10.735515832901001
Var : 1.0 , Id : 1b20978c-b121-11ea-bcce-84a93e7ffccd , Date : 18/06/2020 , Time : 08:03:53 , Experiment : 1b20978d-b121-11ea-bcce-84a93e7ffccd , Source : File "/home/amitli/PycharmProjects/FromMeir/EventSeriesClassification/Project1/UnivariateSeriesModels/CnnLstm_univar.py , metr_acc : 1.0
